OBJECTID,ZONING_WEB_URL,ZONING_CHANGE_NARRATIVE,ZONING_STATUS,ZONING_LABEL,ZONE_DESCRIPTION,OLD_ZONING,ZONE_DISTRICT,GLOBALID,ZONING,SHAPEAREA,SHAPELEN
152289,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152290,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152291,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152292,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152293,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152294,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152295,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152296,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152297,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152299,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152298,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152300,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152301,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152302,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152303,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152304,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152305,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152306,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152307,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152248,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152249,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152250,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152251,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152247,http://handbook.dcoz.dc.gov/zones/residential/R-2/,"Fixed Zoning boundary in Square 3368 to match official zoning records on April 19, 2012",Final,R-2,Provide areas predominantly developed with semi-detached houses on moderately-sized lots that also contain some detached dwellings,R-2,Residential Zone,,,0,0
152252,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-2/,"Changed Zoning Boundary to run along the center line of the alley on March 7,2012 in Square 0514 b/w lots 83 and 87 ",Final,RA-2,Permits moderate and medium-density rowhouses and apartments,DD/R-5-B,Residential Apartment Zone,,,0,0
152253,http://handbook.dcoz.dc.gov/zones/downtown/d-4-r/,"Changed Zoning Boundary to run along the center line of the alley on March 7,2012 in Square 0514 b/w lots 83 and 87 ",Final,D-4-R,Permits high-density mixed use development with an emphasis on residential uses,DD/C-2-C,Downtown Zone,,,0,0
152254,http://handbook.dcoz.dc.gov/zones/downtown/d-7/,"Official Digital Zoning Map of July 1, 2010",Final,D-7,Permits the highest density commercial development that is achievable under the height act,DD/C-5,Downtown Zone,,,0,0
152255,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-8/,"Correction made on Feb 29, 2012 for a wrongly drawn segment in Square 66 Parcel 78 and Square 92 Parcel 64",Final,RA-8,Permits moderate to high-density rowhouses and apartments in Dupont Circle,D/DC/R-5-B,Residential Apartment Zone,,,0,0
152256,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-6/,"Official Digital Zoning Map of July 1, 2010",Final,RA-6,"Permits low to moderate-desnity development including detached dwellings, rowhouses, and low-rise apartments in the vicinity of the U.S. Naval Observatory",D/NO/R-5-A,Residential Apartment Zone,,,0,0
152257,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-26/,"Official Digital Zoning Map of July 1, 2010",Final,MU-26,Permits moderate density mixed-use development in the vicinity of the U.S. Capitol,CAP/CHC/C-2-A,Mixed-Use Zone,,,0,0
152258,http://handbook.dcoz.dc.gov/zones/residential/R-12/,"Official Digital Zoning Map of July 1, 2010",Final,R-12,Permits detached houses on moderately-sized lots,D/NO/R-1-B,Residential Zone,,,0,0
152259,http://handbook.dcoz.dc.gov/zones/residential/R-11/,"Official Digital Zoning Map of July 1, 2010",Final,R-11,Permits detached houses on large lots,D/NO/TSP/R-1-A,Residential Zone,,,0,0
152260,http://handbook.dcoz.dc.gov/zones/downtown/d-5-r/,"Fixed zoning boundary in Square 0371 to match official zoning records on March 21, 2012",Final,D-5-R,Permits high density commercial and mixed use development through requirements and incentives for residential use,DD/C-3-C,Downtown Zone,,,0,0
152261,http://handbook.dcoz.dc.gov/zones/downtown/d-1-r/,"Official Digital Zoning Map of July 1, 2010",Final,D-1-R,Permits high density housing with a limited amount of commercial uses permitted on only the ground floor,DD/R-5-E,Downtown Zone,,,0,0
152262,http://handbook.dcoz.dc.gov/zones/downtown/d-5-r/,"Official Digital Zoning Map of July 1, 2010",Final,D-5-R,Permits high density commercial and mixed use development through requirements and incentives for residential use,DD/C-3-C,Downtown Zone,,,0,0
152263,http://handbook.dcoz.dc.gov/zones/downtown/d-6-r/,"Fixed Mapping error of order 632 - June 24, 2011",Final,D-6-R,Permits high-density commercial development in the downtown core,DD/C-4,Downtown Zone,,,0,0
152264,http://handbook.dcoz.dc.gov/zones/downtown/d-5/,"Misc map correction in Square 0577 on April 12, 2012; Fixed zoning boundary in Squares 0742, 0769, 0800 on April 24, 2012 based on order no 971, Updated Zoning to D-5 in Sq. 649 per order 08-06A",Final,D-5,Promotes high-density development of commercial and mixed-uses in areas that had been receiving areas for transferable development rights under Chapter 17 of the 1958 Zoning Regulations,C-3-C,Downtown Zone,,,0,0
152265,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-6/,,Final,MU-6,Permits medium to high density mixed-use development with a focus on residential use,DD/C-2-C,Mixed-Use Zone,,,0,0
152266,http://handbook.dcoz.dc.gov/zones/downtown/d-8/,,,D-8,"Permits, with conditions, high-density development",C-3-C,Downtown Zone,,,0,0
152267,http://handbook.dcoz.dc.gov/zones/downtown/d-4/,,,D-4,Permits high-density development of commercial and mixed uses,C-3-C,Downtown Zone,,,0,0
152268,http://handbook.dcoz.dc.gov/zones/special-purpose-zones/capitol-gateway/cg-3/,"Fixed zoning boundary in Squares 0742, 0769, 0800 on April 24, 2012 based on order no 971",Final,CG-3,Permits high density mixed-use development with a focus on employment,CG/C-3-C,Special Purpose Zone,,,0,0
152269,http://handbook.dcoz.dc.gov/zones/mixed-use/MU-9/,"Changed Zoning Boundary on Feb 29, 2012 to run along the center line of the alley in Square 0099 between lots 48 and 53. Fixed Zoning Boundary in Lot 874 Square 0101 on March 2, 2012 to extend it to the center line of the alley ",Final,MU-9,"Permits high density mixed-use development including office, retail, and housing with a focus on employment",C-3-C,Mixed-Use Zone,,,0,0
152270,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152271,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152272,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152273,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152274,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152275,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152276,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152277,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152278,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152279,http://handbook.dcoz.dc.gov/zones/residential-apartment/RA-1/,"Official Digital Zoning Map of July 1, 2010",Final,RA-1,"Permits low to moderate-density development, including detached dwellings, rowhouses, and low-rise apartments",R-5-A,Residential Apartment Zone,,,0,0
152280,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152281,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152282,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152283,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152284,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152285,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152286,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152287,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152288,http://handbook.dcoz.dc.gov/zones/residential/R-3/,"Official Digital Zoning Map of July 1, 2010",Final,R-3,"Allows for attached rowhouses on small lots and row dwellings mingled with detached, semi-detached, and groupings of three or more row dwellings",R-3,Residential Zone,,,0,0
152433,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-1/,"Official Digital Zoning Map of July 1, 2010",Final,RF-1,Permits development of attached rowhouses on small lots,R-4,Residential Flat Zone,,,0,0
152434,http://handbook.dcoz.dc.gov/zones/residential-flat/RF-1/,"Official Digital Zoning Map of July 1, 2010",Final,RF-1,Permits development of attached rowhouses on small lots,R-4,Residential Flat Zone,,,0,0
